PartitionKey,RowKey,Timestamp,CurrentAction,CurrentAction@type,ExecutionStatus,ExecutionStatus@type,FiOperation,FiOperation@type,ResourceName,ResourceName@type,ResourceType,ResourceType@type,ScheduledExecutionTime,ScheduledExecutionTime@type,SchedulerSessionId,SchedulerSessionId@type,TriggerData,TriggerData@type,Warning,Warning@type,EventCompletedTime,EventCompletedTime@type,ExecutionStartTime,ExecutionStartTime@type,FinalState,FinalState@type,InitialState,InitialState@type,CombinationKey,CombinationKey@type,Rolledback,Rolledback@type,RollbackEventCompletedTime,RollbackEventCompletedTime@type,RollbackExecutionStartTime,RollbackExecutionStartTime@type,RollbackExecutionStatus,RollbackExecutionStatus@type,RollbackFinalState,RollbackFinalState@type,RollbackInitialState,RollbackInitialState@type,RollbackWarning,RollbackWarning@type
4331c68d-f7d6-4d97-9776-ed58d8cf5ad1,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!zonalVM1,2018-06-18T16:22:18.121Z,Start,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,zonalVM1,Edm.String,AvailabilityZones,Edm.String,2018-06-18T15:51:02.207Z,Edm.DateTime,4331c68d-f7d6-4d97-9776-ed58d8cf5ad1,Edm.String,"{""Action"":""Start"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""zonalVM1"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""4331c68d-f7d6-4d97-9776-ed58d8cf5ad1"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!zonalVM1"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,,,2018-06-18T15:50:11.801Z,Edm.DateTime,2018-06-18T15:50:11.347Z,Edm.DateTime,PowerState/starting,Edm.String,PowerState/stopped,Edm.String,eastus2euap!1,Edm.String,TRUE,Edm.Boolean,2018-06-18T16:22:06.035Z,Edm.DateTime,2018-06-18T16:22:05.895Z,Edm.DateTime,Completed,Edm.String,PowerState/stopping,Edm.String,PowerState/running,Edm.String,,
4847d901-be80-4263-8605-72e58ac034db,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!3,2018-06-16T02:32:12.387Z,Restart,Edm.String,Completed,Edm.String,Restart,Edm.String,myScaleset-zone3_3,Edm.String,VirtualMachineScaleSets,Edm.String,2018-06-16T02:31:03.698Z,Edm.DateTime,4847d901-be80-4263-8605-72e58ac034db,Edm.String,"{""Action"":""Restart"",""ResourceType"":""VirtualMachineScaleSets"",""ResourceId"":""myScaleset-zone3_3"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""4847d901-be80-4263-8605-72e58ac034db"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!3"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,2018-06-16T02:32:12.301Z,Edm.DateTime,2018-06-16T02:30:09.943Z,Edm.DateTime,PowerState/running,Edm.String,PowerState/running,Edm.String,,,,,,,,,,,,,,,,
48d3b6be-0d63-4585-84e2-72faf03f2af8,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!0,2018-06-14T13:54:40.891Z,Restart,Edm.String,Completed,Edm.String,Restart,Edm.String,myScaleset-zone3_0,Edm.String,VirtualMachineScaleSets,Edm.String,2018-06-14T13:55:01.750Z,Edm.DateTime,48d3b6be-0d63-4585-84e2-72faf03f2af8,Edm.String,"{""Action"":""Restart"",""ResourceType"":""VirtualMachineScaleSets"",""ResourceId"":""myScaleset-zone3_0"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""48d3b6be-0d63-4585-84e2-72faf03f2af8"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!0"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,2018-06-14T13:54:40.778Z,Edm.DateTime,2018-06-14T13:54:10.340Z,Edm.DateTime,PowerState/running,Edm.String,PowerState/running,Edm.String,,,,,,,,,,,,,,,,
4a01495a-8a51-42b7-9eab-eb0dcab3abe7,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM2,2018-06-16T20:04:08.240Z,PowerOff,Edm.String,Failed,Edm.String,PowerCycle,Edm.String,ZonalVM2,Edm.String,VirtualMachines,Edm.String,2018-06-16T20:04:02.019Z,Edm.DateTime,4a01495a-8a51-42b7-9eab-eb0dcab3abe7,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""VirtualMachines"",""ResourceId"":""ZonalVM2"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""4a01495a-8a51-42b7-9eab-eb0dcab3abe7"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM2"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,"Resource provision state is in Failed, cannot perform chaos",Edm.String,,,,,,,,,,,FALSE,Edm.Boolean,,,,,,,,,,,,
4a06301d-f03a-4daa-86a2-c8de39ac404b,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!0,2018-06-13T18:44:38.030Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,nwtprod_0,Edm.String,VirtualMachineScaleSets,Edm.String,2018-06-13T18:12:06.631Z,Edm.DateTime,4a06301d-f03a-4daa-86a2-c8de39ac404b,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""VirtualMachineScaleSets"",""ResourceId"":""nwtprod_0"",""ResourceGroup"":""AZV2Demo"",""PartitionKey"":""4a06301d-f03a-4daa-86a2-c8de39ac404b"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!0"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/AZV2Demo/providers/Microsoft.Compute/virtualMachineScaleSets/nwtprod"",""EnableRollback"":false}",Edm.String,,,2018-06-13T18:12:33.088Z,Edm.DateTime,2018-06-13T18:12:02.486Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,,,TRUE,Edm.Boolean,2018-06-13T18:44:37.871Z,Edm.DateTime,2018-06-13T18:44:07.318Z,Edm.DateTime,Completed,Edm.String,PowerState/running,Edm.String,PowerState/stopped,Edm.String,,
4a9092d2-a2af-41fc-8a82-d9b26c769dfa,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM2,2018-06-18T05:06:06.793Z,Restart,Edm.String,Failed,Edm.String,Restart,Edm.String,ZonalVM2,Edm.String,VirtualMachines,Edm.String,2018-06-18T05:06:05.492Z,Edm.DateTime,4a9092d2-a2af-41fc-8a82-d9b26c769dfa,Edm.String,"{""Action"":""Restart"",""ResourceType"":""VirtualMachines"",""ResourceId"":""ZonalVM2"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""4a9092d2-a2af-41fc-8a82-d9b26c769dfa"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM2"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,"Resource provision state is in Failed, cannot perform chaos",Edm.String,,,,,,,,,,,,,,,,,,,,,,,,
51734418-88dc-4857-9639-dba148a27c8c,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone1!virtualMachines!2,2018-06-15T22:56:40.022Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,myScaleset-zone1_2,Edm.String,VirtualMachineScaleSets,Edm.String,2018-06-15T22:24:06.074Z,Edm.DateTime,51734418-88dc-4857-9639-dba148a27c8c,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""VirtualMachineScaleSets"",""ResourceId"":""myScaleset-zone1_2"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""51734418-88dc-4857-9639-dba148a27c8c"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone1!virtualMachines!2"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone1"",""EnableRollback"":false}",Edm.String,,,2018-06-15T22:24:39.802Z,Edm.DateTime,2018-06-15T22:24:09.303Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,,,TRUE,Edm.Boolean,2018-06-15T22:56:39.916Z,Edm.DateTime,2018-06-15T22:56:09.484Z,Edm.DateTime,Completed,Edm.String,PowerState/running,Edm.String,PowerState/stopped,Edm.String,,
5186a663-3f0e-4fca-9ba5-331eea662ec2,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!0,2018-06-14T00:58:37.661Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,nwtprod_0,Edm.String,AvailabilityZones,Edm.String,2018-06-14T00:59:00.960Z,Edm.DateTime,5186a663-3f0e-4fca-9ba5-331eea662ec2,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""nwtprod_0"",""ResourceGroup"":""AZV2Demo"",""PartitionKey"":""5186a663-3f0e-4fca-9ba5-331eea662ec2"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!0"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/AZV2Demo/providers/Microsoft.Compute/virtualMachineScaleSets/nwtprod"",""EnableRollback"":false}",Edm.String,,,2018-06-14T00:58:37.528Z,Edm.DateTime,2018-06-14T00:58:07.187Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,centralus!1,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
5186a663-3f0e-4fca-9ba5-331eea662ec2,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!2,2018-06-14T00:58:37.651Z,Restart,Edm.String,Completed,Edm.String,Restart,Edm.String,nwtprod_2,Edm.String,AvailabilityZones,Edm.String,2018-06-14T00:59:00.960Z,Edm.DateTime,5186a663-3f0e-4fca-9ba5-331eea662ec2,Edm.String,"{""Action"":""Restart"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""nwtprod_2"",""ResourceGroup"":""AZV2Demo"",""PartitionKey"":""5186a663-3f0e-4fca-9ba5-331eea662ec2"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!2"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/AZV2Demo/providers/Microsoft.Compute/virtualMachineScaleSets/nwtprod"",""EnableRollback"":false}",Edm.String,,,2018-06-14T00:58:37.481Z,Edm.DateTime,2018-06-14T00:58:06.843Z,Edm.DateTime,PowerState/running,Edm.String,PowerState/running,Edm.String,centralus!1,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
5186a663-3f0e-4fca-9ba5-331eea662ec2,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!5,2018-06-14T00:58:37.614Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,nwtprod_5,Edm.String,AvailabilityZones,Edm.String,2018-06-14T00:59:00.960Z,Edm.DateTime,5186a663-3f0e-4fca-9ba5-331eea662ec2,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""nwtprod_5"",""ResourceGroup"":""AZV2Demo"",""PartitionKey"":""5186a663-3f0e-4fca-9ba5-331eea662ec2"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!AZV2DEMO!providers!Microsoft.Compute!virtualMachineScaleSets!nwtprod!virtualMachines!5"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/AZV2Demo/providers/Microsoft.Compute/virtualMachineScaleSets/nwtprod"",""EnableRollback"":false}",Edm.String,,,2018-06-14T00:58:37.450Z,Edm.DateTime,2018-06-14T00:58:06.828Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,centralus!1,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
5611ff49-f61f-434e-b97e-bf88ca050ba2,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM5,2018-06-17T21:42:16.908Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,ZonalVM5,Edm.String,VirtualMachines,Edm.String,2018-06-17T21:11:05.647Z,Edm.DateTime,5611ff49-f61f-434e-b97e-bf88ca050ba2,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""VirtualMachines"",""ResourceId"":""ZonalVM5"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""5611ff49-f61f-434e-b97e-bf88ca050ba2"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM5"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,,,2018-06-17T21:10:07.390Z,Edm.DateTime,2018-06-17T21:10:07.093Z,Edm.DateTime,PowerState/stopping,Edm.String,PowerState/running,Edm.String,,,TRUE,Edm.Boolean,2018-06-17T21:42:04.762Z,Edm.DateTime,2018-06-17T21:42:04.371Z,Edm.DateTime,Completed,Edm.String,PowerState/starting,Edm.String,PowerState/stopped,Edm.String,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!0,2018-06-16T08:16:39.903Z,Restart,Edm.String,Completed,Edm.String,Restart,Edm.String,myScaleset-zone3_0,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""Restart"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""myScaleset-zone3_0"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!0"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,2018-06-16T08:16:39.748Z,Edm.DateTime,2018-06-16T08:16:09.471Z,Edm.DateTime,PowerState/running,Edm.String,PowerState/running,Edm.String,eastus2euap!3,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!1,2018-06-16T08:00:08.528Z,Restart,Edm.String,,,Restart,Edm.String,myScaleset-zone3_1,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""Restart"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""myScaleset-zone3_1"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!1"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,,,,,,,,,eastus2euap!3,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!2,2018-06-16T08:16:40.437Z,Start,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,myScaleset-zone3_2,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""Start"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""myScaleset-zone3_2"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!2"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,2018-06-16T08:16:40.341Z,Edm.DateTime,2018-06-16T08:16:10.002Z,Edm.DateTime,PowerState/running,Edm.String,PowerState/stopped,Edm.String,eastus2euap!3,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!3,2018-06-16T08:16:39.843Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,myScaleset-zone3_3,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""myScaleset-zone3_3"",""ResourceGroup"":""CEUS2VMSS"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CEUS2VMSS!providers!Microsoft.Compute!virtualMachineScaleSets!myScaleset-zone3!virtualMachines!3"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CEUS2VMSS/providers/Microsoft.Compute/virtualMachineScaleSets/myScaleset-zone3"",""EnableRollback"":false}",Edm.String,,,2018-06-16T08:16:39.748Z,Edm.DateTime,2018-06-16T08:16:09.426Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,eastus2euap!3,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM3,2018-06-16T08:16:09.876Z,Restart,Edm.String,Failed,Edm.String,Restart,Edm.String,ZonalVM3,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""Restart"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""ZonalVM3"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM3"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,Initial state of the resource and the current chaos are same. Couldnot perform the action.,Edm.String,,,2018-06-16T08:16:09.846Z,Edm.DateTime,,,PowerState/stopped,Edm.String,eastus2euap!3,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM6,2018-06-16T08:48:23.502Z,Start,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,ZonalVM6,Edm.String,AvailabilityZones,Edm.String,2018-06-16T08:16:06.874Z,Edm.DateTime,57435eb0-fb5c-4e67-9046-adc4fa2aa3e5,Edm.String,"{""Action"":""Start"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""ZonalVM6"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""57435eb0-fb5c-4e67-9046-adc4fa2aa3e5"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM6"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,,,2018-06-16T08:16:09.770Z,Edm.DateTime,2018-06-16T08:16:09.205Z,Edm.DateTime,PowerState/starting,Edm.String,PowerState/stopped,Edm.String,eastus2euap!3,Edm.String,TRUE,Edm.Boolean,2018-06-16T08:48:11.418Z,Edm.DateTime,2018-06-16T08:48:11.121Z,Edm.DateTime,Completed,Edm.String,PowerState/stopping,Edm.String,PowerState/running,Edm.String,,
5a45536d-6d4c-49f2-811e-e0dc125134d7,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM5,2018-06-17T06:50:16.418Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,ZonalVM5,Edm.String,VirtualMachines,Edm.String,2018-06-17T06:18:02.409Z,Edm.DateTime,5a45536d-6d4c-49f2-811e-e0dc125134d7,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""VirtualMachines"",""ResourceId"":""ZonalVM5"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""5a45536d-6d4c-49f2-811e-e0dc125134d7"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CanaryEUS2!providers!Microsoft.Compute!virtualMachines!ZonalVM5"",""VirtualMachineScaleSetId"":""CanaryEUS2"",""EnableRollback"":false}",Edm.String,,,2018-06-17T06:18:10.384Z,Edm.DateTime,2018-06-17T06:18:09.977Z,Edm.DateTime,PowerState/stopping,Edm.String,PowerState/running,Edm.String,,,TRUE,Edm.Boolean,2018-06-17T06:50:04.337Z,Edm.DateTime,2018-06-17T06:50:03.859Z,Edm.DateTime,Completed,Edm.String,PowerState/starting,Edm.String,PowerState/stopped,Edm.String,,
5ec29c1d-013a-49f2-a16b-2a66df636317,!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CANARYEUS2!providers!Microsoft.Compute!virtualMachineScaleSets!AZredundantVMSS!virtualMachines!5,2018-06-14T01:10:38.852Z,PowerOff,Edm.String,Completed,Edm.String,PowerCycle,Edm.String,AZredundantVMSS_5,Edm.String,AvailabilityZones,Edm.String,2018-06-14T01:11:02.043Z,Edm.DateTime,5ec29c1d-013a-49f2-a16b-2a66df636317,Edm.String,"{""Action"":""PowerOff"",""ResourceType"":""AvailabilityZones"",""ResourceId"":""AZredundantVMSS_5"",""ResourceGroup"":""CanaryEUS2"",""PartitionKey"":""5ec29c1d-013a-49f2-a16b-2a66df636317"",""RowKey"":""!subscriptions!66a94c91-6613-4043-b15d-5cb50cab8e6f!resourceGroups!CANARYEUS2!providers!Microsoft.Compute!virtualMachineScaleSets!AZredundantVMSS!virtualMachines!5"",""VirtualMachineScaleSetId"":""/subscriptions/66a94c91-6613-4043-b15d-5cb50cab8e6f/resourceGroups/CanaryEUS2/providers/Microsoft.Compute/virtualMachineScaleSets/AZredundantVMSS"",""EnableRollback"":false}",Edm.String,,,2018-06-14T01:10:38.750Z,Edm.DateTime,2018-06-14T01:10:08.151Z,Edm.DateTime,PowerState/stopped,Edm.String,PowerState/running,Edm.String,eastus2euap!1,Edm.String,FALSE,Edm.Boolean,,,,,,,,,,,,
